component,context,state,kind,subkind,requirement,threshold,ratio,verdict,project_bar_3,element,fg_token,fg_rendered,bg_token,bg_rendered,font_px,font_weight,large,count,fg_chain,bg_chain,path,text
grid,light,default,text,text,required,4.5,17.85,PASS,PASS,onyx-grid › footer,--ui-color-text,#0f172a,--ui-color-surface,#ffffff,15,400,false,1,--ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-grid > div > footer,Full row
grid,light,default,text,text,required,4.5,17.85,PASS,PASS,onyx-grid › nav,--ui-color-text,#0f172a,--ui-color-surface,#ffffff,15,400,false,1,--ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-grid > div > nav,Navigation
grid,light,default,text,text,required,4.5,17.85,PASS,PASS,onyx-grid › main,--ui-color-text,#0f172a,--ui-color-surface,#ffffff,15,400,false,1,--ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-grid > div > main,Content
grid,dark,default,text,text,required,4.5,17.06,PASS,PASS,onyx-grid › article,--ui-color-text,#f8fafc,--ui-color-surface,#0f172a,15,400,false,5,--ui-color-text → --ui-slate-50 → #f8fafc,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-grid > div > article,Analytics
grid,dark,default,text,text,required,4.5,17.06,PASS,PASS,onyx-grid › footer,--ui-color-text,#f8fafc,--ui-color-surface,#0f172a,15,400,false,1,--ui-color-text → --ui-slate-50 → #f8fafc,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-grid > div > footer,Full row
grid,dark,default,text,text,required,4.5,17.06,PASS,PASS,onyx-grid › nav,--ui-color-text,#f8fafc,--ui-color-surface,#0f172a,15,400,false,1,--ui-color-text → --ui-slate-50 → #f8fafc,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-grid > div > nav,Navigation
grid,dark,default,text,text,required,4.5,17.06,PASS,PASS,onyx-grid › main,--ui-color-text,#f8fafc,--ui-color-surface,#0f172a,15,400,false,1,--ui-color-text → --ui-slate-50 → #f8fafc,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-grid > div > main,Content
grid,acme,default,text,text,required,4.5,17.85,PASS,PASS,onyx-grid › article,--ui-color-text,#0f172a,--ui-color-surface,#ffffff,15,400,false,5,--ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-grid > div > article,Analytics
grid,acme,default,text,text,required,4.5,17.85,PASS,PASS,onyx-grid › footer,--ui-color-text,#0f172a,--ui-color-surface,#ffffff,15,400,false,1,--ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-grid > div > footer,Full row
grid,acme,default,text,text,required,4.5,17.85,PASS,PASS,onyx-grid › nav,--ui-color-text,#0f172a,--ui-color-surface,#ffffff,15,400,false,1,--ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-grid > div > nav,Navigation
grid,acme,default,text,text,required,4.5,17.85,PASS,PASS,onyx-grid › main,--ui-color-text,#0f172a,--ui-color-surface,#ffffff,15,400,false,1,--ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-grid > div > main,Content
input,light,default,text,text,required,4.5,17.85,PASS,PASS,onyx-input › label.ui-input__label,--ui-input-text,#0f172a,--ui-color-surface,#ffffff,14,600,false,4,--ui-input-text → --ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input > label.ui-input__label,Email
input,light,default,non-text,border,required,3,1.23,FAIL,FAIL,onyx-input › div.ui-input__field border,--ui-input-border,#e2e8f0,--ui-color-surface,#ffffff,,,,4,--ui-input-border → --ui-color-border → --ui-slate-200 → #e2e8f0,--ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input > div.ui-input__field,
input,light,default,text,placeholder,required,4.5,2.56,FAIL,FAIL,onyx-input › input.ui-input__el [empty] ::placeholder,--ui-input-placeholder,#94a3b8,--ui-input-bg,#ffffff,16,400,false,3,--ui-input-placeholder → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-input-bg → --ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input > div.ui-input__field > input.ui-input__el,you@example.com
input,light,default,text,text,required,4.5,17.85,PASS,PASS,onyx-input.ui-input--sm › label.ui-input__label,--ui-input-text,#0f172a,--ui-color-surface,#ffffff,14,600,false,1,--ui-input-text → --ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input.ui-input--sm > label.ui-input__label,Small
input,light,default,non-text,border,required,3,1.23,FAIL,FAIL,onyx-input.ui-input--sm › div.ui-input__field border,--ui-input-border,#e2e8f0,--ui-color-surface,#ffffff,,,,1,--ui-input-border → --ui-color-border → --ui-slate-200 → #e2e8f0,--ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input.ui-input--sm > div.ui-input__field,
input,light,default,text,placeholder,required,4.5,2.56,FAIL,FAIL,onyx-input.ui-input--sm › input.ui-input__el [empty] ::placeholder,--ui-input-placeholder,#94a3b8,--ui-input-bg,#ffffff,16,400,false,1,--ui-input-placeholder → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-input-bg → --ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input.ui-input--sm > div.ui-input__field > input.ui-input__el,sm
input,light,default,text,text,required,4.5,17.85,PASS,PASS,onyx-input.ui-input--lg › label.ui-input__label,--ui-input-text,#0f172a,--ui-color-surface,#ffffff,14,600,false,1,--ui-input-text → --ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input.ui-input--lg > label.ui-input__label,Large
input,light,default,non-text,border,required,3,1.23,FAIL,FAIL,onyx-input.ui-input--lg › div.ui-input__field border,--ui-input-border,#e2e8f0,--ui-color-surface,#ffffff,,,,1,--ui-input-border → --ui-color-border → --ui-slate-200 → #e2e8f0,--ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input.ui-input--lg > div.ui-input__field,
input,light,default,text,placeholder,required,4.5,2.56,FAIL,FAIL,onyx-input.ui-input--lg › input.ui-input__el [empty] ::placeholder,--ui-input-placeholder,#94a3b8,--ui-input-bg,#ffffff,16,400,false,1,--ui-input-placeholder → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-input-bg → --ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input.ui-input--lg > div.ui-input__field > input.ui-input__el,lg
input,light,default,text,text,required,4.5,2.56,FAIL,FAIL,span.ui-input__affix--prefix › span,--ui-input-placeholder,#94a3b8,--ui-input-bg,#ffffff,15,400,false,1,--ui-input-placeholder → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-input-bg → --ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input > div.ui-input__field > span.ui-input__affix.ui-input__affix--prefix > span,$
input,light,default,text,text,required,4.5,2.56,FAIL,FAIL,span.ui-input__affix--suffix › span,--ui-input-placeholder,#94a3b8,--ui-input-bg,#ffffff,15,400,false,1,--ui-input-placeholder → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-input-bg → --ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input > div.ui-input__field > span.ui-input__affix.ui-input__affix--suffix > span,USD
input,light,default,text,text,required,4.5,2.56,FAIL,FAIL,onyx-input › p.ui-input__message,--ui-input-hint,#94a3b8,--ui-color-surface,#ffffff,14,400,false,1,--ui-input-hint → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input > p.ui-input__message,3–20 characters.
input,light,default,text,text,required,4.5,17.85,PASS,PASS,onyx-input.ui-input--invalid › label.ui-input__label,--ui-input-text,#0f172a,--ui-color-surface,#ffffff,14,600,false,2,--ui-input-text → --ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input.ui-input--invalid > label.ui-input__label,Email
input,light,default,non-text,border,required,3,4.83,PASS,PASS,onyx-input.ui-input--invalid › div.ui-input__field border,--ui-input-border-invalid,#dc2626,--ui-color-surface,#ffffff,,,,2,--ui-input-border-invalid → --ui-color-danger → --ui-red-600 → #dc2626,--ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input.ui-input--invalid > div.ui-input__field,
input,light,default,text,text,required,4.5,4.83,PASS,PASS,p.ui-input__message--error,--ui-input-error,#dc2626,--ui-color-surface,#ffffff,14,400,false,1,--ui-input-error → --ui-color-danger → --ui-red-600 → #dc2626,--ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input.ui-input--invalid > p.ui-input__message.ui-input__message--error,Enter a valid email address.
input,light,default,text,text,exempt-disabled,,17.85,EXEMPT,PASS,onyx-input.ui-input--disabled › label.ui-input__label [disabled],--ui-input-text,#0f172a,--ui-color-surface,#ffffff,14,600,false,1,--ui-input-text → --ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input.ui-input--disabled > label.ui-input__label,Disabled
input,light,default,non-text,border,exempt-disabled,,1.23,EXEMPT,FAIL,onyx-input.ui-input--disabled › div.ui-input__field [disabled] border,--ui-input-border,#e2e8f0,--ui-color-surface,#ffffff,,,,1,--ui-input-border → --ui-color-border → --ui-slate-200 → #e2e8f0,--ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input.ui-input--disabled > div.ui-input__field,
input,light,default,non-text,border-vs-own-bg,exempt-disabled,,1.13,EXEMPT,FAIL,onyx-input.ui-input--disabled › div.ui-input__field [disabled] border/inner,--ui-input-border,#e2e8f0,--ui-input-disabled-bg,#f1f5f9,,,,1,--ui-input-border → --ui-color-border → --ui-slate-200 → #e2e8f0,--ui-input-disabled-bg → --ui-color-disabled-bg → --ui-slate-100 → #f1f5f9,onyx-input.ui-input.ui-input--disabled > div.ui-input__field,
input,light,default,non-text,fill,exempt-disabled,,1.1,EXEMPT,FAIL,onyx-input.ui-input--disabled › div.ui-input__field [disabled] fill,--ui-input-disabled-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,1,--ui-input-disabled-bg → --ui-color-disabled-bg → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input.ui-input--disabled > div.ui-input__field,
input,light,focus,non-text,focus-ring,required,3,5.17,PASS,PASS,onyx-input › input.ui-input__el [empty] focus-ring/box-shadow on div.ui-input__field,--ui-focus-ring,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input > div.ui-input__field > input.ui-input__el,
input,light,focus,non-text,focus-ring,required,3,5.17,PASS,PASS,onyx-input.ui-input--sm › input.ui-input__el [empty] focus-ring/box-shadow on div.ui-input__field,--ui-focus-ring,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input.ui-input--sm > div.ui-input__field > input.ui-input__el,
input,light,focus,non-text,focus-ring,required,3,5.17,PASS,PASS,onyx-input.ui-input--lg › input.ui-input__el [empty] focus-ring/box-shadow on div.ui-input__field,--ui-focus-ring,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input.ui-input--lg > div.ui-input__field > input.ui-input__el,
input,light,focus,non-text,focus-ring,required,3,5.17,PASS,PASS,onyx-input › input.ui-input__el focus-ring/box-shadow on div.ui-input__field,--ui-focus-ring,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input > div.ui-input__field > input.ui-input__el,
input,light,focus,non-text,focus-ring,required,3,4.83,PASS,PASS,onyx-input.ui-input--invalid › input.ui-input__el [invalid] focus-ring/box-shadow on div.ui-input__field,--ui-input-border-invalid,#dc2626,--ui-color-surface,#ffffff,,,,1,--ui-input-border-invalid → --ui-color-danger → --ui-red-600 → #dc2626,--ui-color-surface → --ui-white → #ffffff,onyx-input.ui-input.ui-input--invalid > div.ui-input__field > input.ui-input__el,
input,dark,default,text,text,required,4.5,17.06,PASS,PASS,onyx-input › label.ui-input__label,--ui-input-text,#f8fafc,--ui-color-surface,#0f172a,14,600,false,4,--ui-input-text → --ui-color-text → --ui-slate-50 → #f8fafc,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-input.ui-input > label.ui-input__label,Email
input,dark,default,non-text,border,required,3,1.72,FAIL,FAIL,onyx-input › div.ui-input__field border,--ui-input-border,#334155,--ui-color-surface,#0f172a,,,,4,--ui-input-border → --ui-color-border → --ui-slate-700 → #334155,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-input.ui-input > div.ui-input__field,
input,dark,default,text,placeholder,required,4.5,6.96,PASS,PASS,onyx-input › input.ui-input__el [empty] ::placeholder,--ui-input-placeholder,#94a3b8,--ui-input-bg,#0f172a,16,400,false,3,--ui-input-placeholder → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-input-bg → --ui-color-surface → --ui-slate-900 → #0f172a,onyx-input.ui-input > div.ui-input__field > input.ui-input__el,you@example.com
input,dark,default,text,text,required,4.5,17.06,PASS,PASS,onyx-input.ui-input--sm › label.ui-input__label,--ui-input-text,#f8fafc,--ui-color-surface,#0f172a,14,600,false,1,--ui-input-text → --ui-color-text → --ui-slate-50 → #f8fafc,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-input.ui-input.ui-input--sm > label.ui-input__label,Small
input,dark,default,non-text,border,required,3,1.72,FAIL,FAIL,onyx-input.ui-input--sm › div.ui-input__field border,--ui-input-border,#334155,--ui-color-surface,#0f172a,,,,1,--ui-input-border → --ui-color-border → --ui-slate-700 → #334155,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-input.ui-input.ui-input--sm > div.ui-input__field,
input,dark,default,text,placeholder,required,4.5,6.96,PASS,PASS,onyx-input.ui-input--sm › input.ui-input__el [empty] ::placeholder,--ui-input-placeholder,#94a3b8,--ui-input-bg,#0f172a,16,400,false,1,--ui-input-placeholder → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-input-bg → --ui-color-surface → --ui-slate-900 → #0f172a,onyx-input.ui-input.ui-input--sm > div.ui-input__field > input.ui-input__el,sm
input,dark,default,text,text,required,4.5,17.06,PASS,PASS,onyx-input.ui-input--lg › label.ui-input__label,--ui-input-text,#f8fafc,--ui-color-surface,#0f172a,14,600,false,1,--ui-input-text → --ui-color-text → --ui-slate-50 → #f8fafc,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-input.ui-input.ui-input--lg > label.ui-input__label,Large
input,dark,default,non-text,border,required,3,1.72,FAIL,FAIL,onyx-input.ui-input--lg › div.ui-input__field border,--ui-input-border,#334155,--ui-color-surface,#0f172a,,,,1,--ui-input-border → --ui-color-border → --ui-slate-700 → #334155,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-input.ui-input.ui-input--lg > div.ui-input__field,
input,dark,default,text,placeholder,required,4.5,6.96,PASS,PASS,onyx-input.ui-input--lg › input.ui-input__el [empty] ::placeholder,--ui-input-placeholder,#94a3b8,--ui-input-bg,#0f172a,16,400,false,1,--ui-input-placeholder → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-input-bg → --ui-color-surface → --ui-slate-900 → #0f172a,onyx-input.ui-input.ui-input--lg > div.ui-input__field > input.ui-input__el,lg
input,dark,default,text,text,required,4.5,6.96,PASS,PASS,span.ui-input__affix--prefix › span,--ui-input-placeholder,#94a3b8,--ui-input-bg,#0f172a,15,400,false,1,--ui-input-placeholder → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-input-bg → --ui-color-surface → --ui-slate-900 → #0f172a,onyx-input.ui-input > div.ui-input__field > span.ui-input__affix.ui-input__affix--prefix > span,$
input,dark,default,text,text,required,4.5,6.96,PASS,PASS,span.ui-input__affix--suffix › span,--ui-input-placeholder,#94a3b8,--ui-input-bg,#0f172a,15,400,false,1,--ui-input-placeholder → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-input-bg → --ui-color-surface → --ui-slate-900 → #0f172a,onyx-input.ui-input > div.ui-input__field > span.ui-input__affix.ui-input__affix--suffix > span,USD
